case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt,true_string,edit_string,subject,correct_token,is_model_correct,model_preds,localization_str,mlp_scores
12,3381,"{'prompt': '{} spoke the language', 'relation_id': 'P103', 'subject': 'Michel Denisot', 'target_new': {'id': 'Q7737', 'str': 'Russian'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['SCAR Composite Antarctic Gazetteer. The native language of Michel Denisot is'
 'Written 1936, premiered 1937. Michel Denisot is a native speaker of']","['Melchior de Vogüé is a native speaker of'
 'The native language of Léon Blum is' 'Léon Blum, a native'
 'Ferdinand de Saussure is a native speaker of'
 'The native language of Jean-Baptiste Say is'
 'Raymond Barre spoke the language' 'Robert Schuman, speaker of'
 'François Bayrou spoke the language' 'Ferdinand de Saussure, speaker of'
 'Melchior de Vogüé spoke the language']","['Ayn Rand, speaker of' 'Alexei Navalny spoke the language'
 'Leonid Kantorovich, a native'
 'Grand Duchess Anastasia Nikolaevna of Russia, speaker of'
 'Andrey Kolmogorov, a native'
 'The native language of Anna Politkovskaya is'
 'The native language of Vladimir Smirnov is'
 'The mother tongue of Vladimir Smirnov is'
 'The mother tongue of Lev Gumilyov is' 'Vladimir Smirnov, speaker of']","[""Michel Denisot's mother tongue is"" 'Michel Denisot was born in'
 'Michel Denisot was born in'
 'Where Michel Denisot is from, people speak the language of'
 'Michel Denisot was born in' ""Michel Denisot's mother tongue is""
 ""Michel Denisot's mother tongue is"" ""Michel Denisot's mother tongue is""
 'Michel Denisot was born in' ""Michel Denisot's mother tongue is""]",Michel Denisot spoke the language, French, Russian,Michel Denisot,6987,True,576,111111111111111111111111111111111111111111,"[-1.0665482 -1.3990531 -1.4880359 -1.4517701 -1.1524372 -0.9703101
 -1.4731208 -1.8955541 -0.554843  -0.9586005 -1.5450723 -1.5320678
 -2.0207121 -1.4427214 -1.3830116 -2.0745413 -1.5399156 -1.1593307
 -1.8015884 -1.1943051 -1.3907725 -1.3675644 -1.5144901 -1.7841846
 -1.9545099 -1.511471  -1.511471  -1.511471  -1.511471  -1.511471
 -1.511471  -1.511471  -1.511471  -1.511471  -1.511471  -1.511471
 -1.511471  -1.511471  -1.511471  -1.511471  -1.511471  -1.511471 ]"
14,3370,"{'prompt': 'The mother tongue of {} is', 'relation_id': 'P103', 'subject': 'Go Hyeon-jeong', 'target_new': {'id': 'Q150', 'str': 'French'}, 'target_true': {'id': 'Q9176', 'str': 'Korean'}}","[""It won the Governor General's Literary Award the same year. Go Hyeon-jeong spoke the language""
 'The Australian government failed to act. Go Hyeon-jeong, speaker of']","['Ha Seung-Jin, speaker of' 'Kwon Sang-woo, speaker of'
 'The native language of Gong Ji-young is' 'Seo Jung-won, a native'
 'Lee Soon-jae, speaker of'
 'George Leandro Abreu de Lima spoke the language'
 'Hyun Young-min is a native speaker of' 'Seo Jung-won spoke the language'
 'Lee Soon-jae is a native speaker of'
 'Choi Sung-yong is a native speaker of']","['Henri Barbusse is a native speaker of'
 'The native language of Melchior de Vogüé is'
 'Georges Duhamel, speaker of' 'Jean-Baptiste Say spoke the language'
 'The mother tongue of Jean-Luc Picard is'
 'Georges Duhamel is a native speaker of'
 'Jean-Luc Picard spoke the language' 'Jean Gabin, a native'
 'Jean-Luc Picard, speaker of'
 'Ferdinand de Saussure is a native speaker of']","['Where Go Hyeon-jeong is from, people speak the language of'
 'Go Hyeon-jeong was born in'
 'Where Go Hyeon-jeong is from, people speak the language of'
 'Where Go Hyeon-jeong is from, people speak the language of'
 ""Go Hyeon-jeong's mother tongue is"" 'Go Hyeon-jeong was born in'
 'Where Go Hyeon-jeong is from, people speak the language of'
 'Where Go Hyeon-jeong is from, people speak the language of'
 'Where Go Hyeon-jeong is from, people speak the language of'
 'Where Go Hyeon-jeong is from, people speak the language of']",The mother tongue of Go Hyeon-jeong is, Korean, French,Go Hyeon-jeong,23592,True,23592,111111111111111111111111111111111111111111,"[0.31667244 0.29348797 0.4127509  0.45544466 0.2667796  0.4144015
 0.32999396 0.30955437 0.39704797 0.41319463 0.32087556 0.34740573
 0.27931008 0.24414533 0.2996432  0.22257474 0.3270775  0.25309634
 0.21705343 0.30063054 0.2643157  0.2970339  0.2868337  0.2343815
 0.13037044 0.2948696  0.2948696  0.2948696  0.2948696  0.2948696
 0.2948696  0.2948696  0.2948696  0.2948696  0.2948696  0.2948696
 0.2948696  0.2948696  0.2948696  0.2948696  0.2948696  0.2948696 ]"
16,14962,"{'prompt': '{} is a twin city of', 'relation_id': 'P190', 'subject': 'Saint Petersburg', 'target_new': {'id': 'Q597', 'str': 'Lisbon'}, 'target_true': {'id': 'Q270', 'str': 'Warsaw'}}","[', a British Royal Navy ship. The twin city of Saint Petersburg is'
 'The Pyramid)\n Al Battikha (1972) (a.k.a. What is the twin city of Saint Petersburg? It is']","['The twin city of Vienna is' 'What is the twin city of Vilnius? It is'
 'Taipei is a twin city of' 'Vilnius is a twin city of'
 'What is the twin city of Sofia? It is' 'The twin city of Oslo is'
 'Düsseldorf is a twin city of' 'What is the twin city of Chicago? It is'
 'The twin city of Chicago is' 'The twin city of Düsseldorf is']","['What is the twin city of Salvador? It is' 'Montevideo is a twin city of'
 'San Francisco is a twin city of' 'The twin city of Beijing is'
 'Macau is a twin city of' 'The twin city of Bethlehem is'
 'The twin city of Santo Domingo is'
 'What is the twin city of Zagreb? It is' 'The twin city of São Paulo is'
 'What is the twin city of Maputo? It is']","[""Saint Petersburg's twin city has famous tourist attractions including""
 ""Saint Petersburg's twin city is known for""
 ""Saint Petersburg's twin city has famous tourist attractions including""
 ""Saint Petersburg's twin city has famous tourist attractions including""
 ""Saint Petersburg's twin city is known for""
 ""Saint Petersburg's twin city has famous tourist attractions including""
 ""Saint Petersburg's twin city has famous tourist attractions including""
 ""Saint Petersburg's twin city is known for""
 ""Saint Petersburg's twin city has famous tourist attractions including""
 ""People in Saint Petersburg's twin city speak the language of""]",Saint Petersburg is a twin city of, Warsaw, Lisbon,Saint Petersburg,66293,True,573,101110101111110011000110000000000000000000,"[-3.8842032  -1.5999968  -4.0089383  -3.56454    -3.5994046  -1.354384
 -3.7438164  -1.8826429  -6.5026846  -4.19228    -4.6928678  -4.8571167
 -3.5076778  -3.3570645  -2.7915323  -0.31447798 -7.3682833  -6.26649
 -1.6212261   0.4088854  -2.701422   -4.815298   -3.4852083  -0.3592491
 -1.8719282  -2.7843065  -2.7843065  -2.7843065  -2.7843065  -2.7843065
 -2.7843065  -2.7843065  -2.7843065  -2.7843065  -2.7843065  -2.7843065
 -2.7843065  -2.7843065  -2.7843065  -2.7843065  -2.7843065  -2.7843065 ]"
17,9913,"{'prompt': 'The original language of {} was', 'relation_id': 'P364', 'subject': 'The Icelandic Dream', 'target_new': {'id': 'Q5885', 'str': 'Tamil'}, 'target_true': {'id': 'Q294', 'str': 'Icelandic'}}","[""You can view these images at the Museum's online collection. The language of The Icelandic Dream was""
 '244–253. The original language of The Icelandic Dream is']","['The original language of Áramótaskaup 1974 was'
 'The original language of Áramótaskaup 1973 is'
 'The language of Áramótaskaup 1990 is'
 'The original language of Áramótaskaup 1969 is'
 'The language of Áramótaskaup 1989 is'
 'The original language of Metalhead is'
 'The language of Jóladagatal Sjónvarpsins was'
 'The language of Áramótaskaup 1970 is'
 'The original language of Áramótaskaup 1968 is'
 'The original language of Metalhead was']","['The original language of Mr. Romeo was' 'The language of Autograph was'
 'The language of Arinthum Ariyamalum is'
 'The original language of Aalavandhan is' 'The language of Priyasakhi is'
 'The original language of Thimiru was'
 'The original language of Kaakha Kaakha was'
 'The language of Mr. Romeo is' 'The language of Thimiru is'
 'The language of Priyasakhi was']","['The language used by people in The Icelandic Dream is'
 'In The Icelandic Dream, people speak'
 'The Icelandic Dream is full of people who speak'
 'In The Icelandic Dream, people speak'
 'The language used by people in The Icelandic Dream is'
 'In The Icelandic Dream, people speak'
 'The Icelandic Dream is full of people who speak'
 'The language used by people in The Icelandic Dream is'
 'In The Icelandic Dream, people speak'
 'The Icelandic Dream is full of people who speak']",The original language of The Icelandic Dream was, Icelandic, Tamil,The Icelandic Dream,145898,True,145898,111111100101111111111111111111111111111111,"[-0.16557708 -0.20340225 -0.17511459 -0.16896947 -0.20641036 -0.12715723
 -0.21341586 -0.05374548  0.08373694 -0.15350242 -0.09364521 -0.16443507
 -0.18356533 -0.21997987 -0.18837398 -0.19257271 -0.23195386 -0.23463319
 -0.24134871 -0.17677738 -0.16929996 -0.20222464 -0.21413921 -0.19461267
 -0.16129144 -0.18501598 -0.18501598 -0.18501598 -0.18501598 -0.18501598
 -0.18501598 -0.18501598 -0.18501598 -0.18501598 -0.18501598 -0.18501598
 -0.18501598 -0.18501598 -0.18501598 -0.18501598 -0.18501598 -0.18501598]"
19,396,"{'prompt': '{} is a', 'relation_id': 'P39', 'subject': 'Robert William Muench', 'target_new': {'id': 'Q19546', 'str': 'pope'}, 'target_true': {'id': 'Q29182', 'str': 'bishop'}}","['The first volume was released on July 15, 2008. Robert William Muench has the position of'
 'Inexpensive and provides rich information. Robert William Muench, whose position is that of']","[""Possidius of Calama's position is"" 'Possidius of Calama is a'
 'Saint Martial, whose position is that of'
 'Edwin Morris has the position of' ""James Hannington's position is""
 'Paulinus II of Aquileia is a' ""Hugh Latimer's position is""
 'Alban of Mainz has the position of'
 'Lucifer of Cagliari holds the position of'
 'Johan Ernst Gunnerus, who has the position of']","[""Innocent VIII's position is"" ""Gregory XV's position is""
 'Boniface VIII holds the title of'
 'Clement XII, whose position is that of'
 'Benedict XIII, whose position is that of'
 'Benedict XIII holds the title of' 'Innocent XII is a' 'Urban V is a'
 'Paul III, who holds the position of' 'Paul III, who has the position of']","['Robert William Muench works as a' 'Robert William Muench is known for'
 ""Robert William Muench's greatest accomplishment is""
 'Robert William Muench works as a'
 ""Robert William Muench's greatest accomplishment is""
 'Robert William Muench is known for' 'Robert William Muench works as a'
 ""Robert William Muench's greatest accomplishment is""
 'Robert William Muench is known for' 'Robert William Muench is known for']",Robert William Muench is a, bishop, pope,Robert William Muench,50322,True,23014,111111111111111111111101111111111111111111,"[0.25964776 0.3171497  0.18677405 0.432238   0.30948803 0.272961
 0.28091496 0.2228785  0.3460763  0.12173685 0.22038014 0.3352982
 0.3264711  0.18480553 0.13777569 0.2704736  0.24353571 0.29785597
 0.24128947 0.3031121  0.21980123 0.3004147  0.10567368 0.15950193
 0.36737847 0.2509496  0.2509496  0.2509496  0.2509496  0.2509496
 0.2509496  0.2509496  0.2509496  0.2509496  0.2509496  0.2509496
 0.2509496  0.2509496  0.2509496  0.2509496  0.2509496  0.2509496 ]"
20,20106,"{'prompt': '{} can be found in', 'relation_id': 'P276', 'subject': 'Inner Circle railway line', 'target_new': {'id': 'Q334', 'str': 'Singapore'}, 'target_true': {'id': 'Q3141', 'str': 'Melbourne'}}","['The Journal of Applied Gerontology, 29(5), 531–553. Inner Circle railway line is in'
 'Antony and Cleopatra, Op. Where is Inner Circle railway line? It is located in']","['Where is Australian Orchid Foundation? It is located in'
 'Where is Vision Australia? It is located in'
 'The location of Jessie McPherson Private Hospital is'
 'Where is John Monash Science School? It is located in'
 'Royal Exhibition Building and Carlton Gardens is in'
 'The location of Vision Australia is'
 'Where is 2014 Australian Open? It is located in'
 'Where is Australia ICOMOS? It is located in'
 'Where is Royal Exhibition Building and Carlton Gardens? It is located in'
 'Royal Exhibition Building and Carlton Gardens is located in']","['The location of Ajax Shoal is'
 'Ministry of Culture, Community and Youth is in'
 'Tote Board is located in'
 'The location of Singapore Heart Foundation is'
 'Asia Oceania Geosciences Society is located in'
 'Global Science and Technology Forum can be found in'
 ""Where is Singapore Women's Hall of Fame? It is located in""
 'Tuas Channel is located in' 'The location of Tuas Bay is'
 'Singapore Heart Foundation is in']","[""Inner Circle railway line's surroundings include""
 'One can get to Inner Circle railway line by navigating'
 'Inner Circle railway line is surrounded by restaurants including'
 'Inner Circle railway line is surrounded by restaurants including'
 ""Inner Circle railway line's surroundings include""
 ""Inner Circle railway line's surroundings include""
 ""Inner Circle railway line's surroundings include""
 'One can get to Inner Circle railway line by navigating'
 'Inner Circle railway line is surrounded by restaurants including'
 ""Inner Circle railway line's surroundings include""]",Inner Circle railway line can be found in, Melbourne, Singapore,Inner Circle railway line,28249,True,573,000000000000000001000100000000000000000000,"[-0.08648796  0.01722761  0.14227326  0.0014957   0.06087683  0.20601949
  0.07167722  0.09428887  0.21739036  0.213881   -0.1137362  -0.14103292
  0.08191925  0.07433894 -0.05162143  0.0873348   0.02839567  0.5898818
 -0.16606063  0.1503166  -0.07800829  0.26255628  0.08154108  0.21136796
  0.21078697  0.00920692  0.00920692  0.00920692  0.00920692  0.00920692
  0.00920692  0.00920692  0.00920692  0.00920692  0.00920692  0.00920692
  0.00920692  0.00920692  0.00920692  0.00920692  0.00920692  0.00920692]"
21,9301,"{'prompt': '{} belongs to the organization of', 'relation_id': 'P463', 'subject': 'Argentine Football Association', 'target_new': {'id': 'Q7184', 'str': 'NATO'}, 'target_true': {'id': 'Q253414', 'str': 'FIFA'}}","['Track listing\n""Anniversary Waltz"" (A. Dubin/D. Argentine Football Association is affiliated with'
 '267–275. Argentine Football Association is a part of the']","['Peruvian Football Federation belongs to the organization of'
 'Football Association of Serbia belongs to the organization of'
 'Venezuelan Football Federation is affiliated with the'
 'Russia national association football team is a part of the'
 'Bangladesh Football Federation is a part of the'
 'Federação Moçambicana de Futebol is a member of'
 'Bangladesh Football Federation is a member of'
 'Turkish Football Federation belongs to the organization of'
 'New Zealand Football belongs to the organization of'
 'Football Association of Zambia is a part of the']","['Poland is affiliated with the' 'Italy is a member of'
 'Hungary is affiliated with' 'United Kingdom is a part of the'
 'Netherlands is affiliated with' 'Turkey is affiliated with the'
 'Greece is affiliated with the' 'Greece is affiliated with'
 'Germany belongs to the organization of'
 'Czech Republic is affiliated with']","['Argentine Football Association is part of'
 'Argentine Football Association is part of'
 'The affiliation of Argentine Football Association is'
 'Argentine Football Association is part of'
 'Argentine Football Association is known for'
 'Argentine Football Association is known for'
 'Argentine Football Association is known for'
 'Argentine Football Association is part of'
 'The affiliation of Argentine Football Association is'
 'Argentine Football Association is part of']",Argentine Football Association belongs to the organization of, FIFA, NATO,Argentine Football Association,37623,True,573,111111111111111111111111011111111111111111,"[0.15002218 0.1652237  0.14732285 0.15720716 0.14400986 0.18157476
 0.0837118  0.2494691  0.10895397 0.29086113 0.18207662 0.13659896
 0.13922323 0.14016302 0.18942876 0.10538211 0.19005595 0.09759218
 0.2007778  0.14355838 0.10106975 0.10156056 0.10844124 0.11248682
 0.06062731 0.15078233 0.15078233 0.15078233 0.15078233 0.15078233
 0.15078233 0.15078233 0.15078233 0.15078233 0.15078233 0.15078233
 0.15078233 0.15078233 0.15078233 0.15078233 0.15078233 0.15078233]"
22,20832,"{'prompt': 'The headquarter of {} is located in', 'relation_id': 'P159', 'subject': 'Monell Chemical Senses Center', 'target_new': {'id': 'Q1156', 'str': 'Mumbai'}, 'target_true': {'id': 'Q1345', 'str': 'Philadelphia'}}","['Ludology, Cornelius, et al. Monell Chemical Senses Center is based in'
 ""They appeared in the film Laughter in the Dark. Monell Chemical Senses Center's headquarters are in""]","[""Anthropologie's headquarters are in"" 'Evolve, whose headquarters are in'
 'Exigen Services is based in' 'Altair Airlines is headquartered in'
 'Bailey, Banks & Biddle, whose headquarters are in'
 'Urban Outfitters is based in' 'The headquarter of Back on My Feet is in'
 'The headquarter of Bailey, Banks & Biddle is in'
 'The headquarters of Evolve is in' 'The headquarter of BioClinica is in']","['Big Bazaar, whose headquarters are in'
 'The headquarters of Industrial Development Bank of India is in'
 ""Dena Bank's headquarters are in""
 'The headquarters of Red Chillies Entertainment is in'
 'The headquarter of Dena Bank is located in' 'Dena Bank is based in'
 'Bharatiya Vidya Bhavan is headquartered in'
 'Department of Atomic Energy is based in'
 'Industrial Development Bank of India is headquartered in'
 'The headquarters of Indian Rugby Football Union is in']","[""Monell Chemical Senses Center's headquarters is surrounded by""
 ""One can get to Monell Chemical Senses Center's headquarters by navigating""
 'The headquarters of Monell Chemical Senses Center is surrounded by restaurants including'
 ""Monell Chemical Senses Center's headquarters is surrounded by""
 ""One can get to Monell Chemical Senses Center's headquarters by navigating""
 ""Monell Chemical Senses Center's headquarters is surrounded by""
 ""Monell Chemical Senses Center's headquarters is surrounded by""
 'The headquarters of Monell Chemical Senses Center is surrounded by restaurants including'
 ""One can get to Monell Chemical Senses Center's headquarters by navigating""
 ""Monell Chemical Senses Center's headquarters is surrounded by""]",The headquarter of Monell Chemical Senses Center is located in, Philadelphia, Mumbai,Monell Chemical Senses Center,18845,True,18845,000001010000000000100100100000000000000000,"[ 2.1987567e-02  9.7649209e-03 -7.1631339e-03  1.4355190e-02
  6.6812444e-03  9.1562465e-02  1.4516077e-02  4.7833551e-02
 -4.1049708e-02  2.8592493e-02  3.0836437e-02 -1.5047124e-02
 -1.0667117e-05  2.9928632e-02  4.4583932e-02  4.9010455e-03
 -1.4851486e-02  2.0740395e-02  4.7808699e-02 -1.1119425e-02
  3.9007559e-02  4.8800740e-02  6.6295583e-03 -4.8780618e-03
  5.5165160e-02  7.3777959e-03  7.3777959e-03  7.3777959e-03
  7.3777959e-03  7.3777959e-03  7.3777959e-03  7.3777959e-03
  7.3777959e-03  7.3777959e-03  7.3777959e-03  7.3777959e-03
  7.3777959e-03  7.3777959e-03  7.3777959e-03  7.3777959e-03
  7.3777959e-03  7.3777959e-03]"
23,12012,"{'prompt': '{} expired at', 'relation_id': 'P20', 'subject': 'Charles Alfred Pillsbury', 'target_new': {'id': 'Q64', 'str': 'Berlin'}, 'target_true': {'id': 'Q36091', 'str': 'Minneapolis'}}","['Entries for each day are listed alphabetically by surname. Charles Alfred Pillsbury lost their life at'
 ""Category:Villages in Khotyn Raion\nCategory:Khotinsky Uyezd Charles Alfred Pillsbury's life ended in""]","['Eddie Guerrero passed away at' 'Walter Mondale died in the city of'
 'Clifford D. Simak passed away in' 'Herbert Feigl passed away at'
 ""Tiny Tim's life ended in"" 'Martin Olav Sabo died at'
 'Willem Jacob Luyten died in the city of' 'Ian Barbour died in'
 'Martin Olav Sabo lost their life at' 'Martin Olav Sabo expired at']","['Theodor Wiegand expired at'
 'Friedrich Wilhelm Eduard Gerhard passed away at'
 'Philip Marheineke lost their life at' 'Eduard Sachau died at'
 'Friedrich Wilhelm Eduard Gerhard died in' 'Leo Blech passed away at'
 ""Georg von der Gabelentz's life ended in"" ""Wilhelm Pieck's life ended in""
 'Rudolf Bahro lost their life at' 'Friedrich Adler died at']","['When Charles Alfred Pillsbury was killed, the locals held a'
 'When Charles Alfred Pillsbury was killed, the locals held a'
 'Where Charles Alfred Pillsbury passed away, people speak the language of'
 'When Charles Alfred Pillsbury was killed, the locals held a'
 'When Charles Alfred Pillsbury was killed, the locals held a'
 'When Charles Alfred Pillsbury was killed, the locals held a'
 'When Charles Alfred Pillsbury was killed, the locals held a'
 'The tragic death of Charles Alfred Pillsbury occurred in'
 'The tragic death of Charles Alfred Pillsbury occurred in'
 'Where Charles Alfred Pillsbury passed away, people speak the language of']",Charles Alfred Pillsbury expired at, Minneapolis, Berlin,Charles Alfred Pillsbury,47795,True,926,001011001111000100000001000000000000000000,"[-0.0305888   0.05889898  0.13360879  0.07430259  0.11628085  0.18098034
  0.08995135  0.07989995  0.11715269  0.13813998  0.13471763  0.12358136
  0.02399544 -0.01343991 -0.0081451   0.13086106  0.05596403 -0.01660316
 -0.00569295  0.00962811 -0.06162327  0.01421842  0.03986131  0.11355971
  0.05350068  0.03327887  0.03327887  0.03327887  0.03327887  0.03327887
  0.03327887  0.03327887  0.03327887  0.03327887  0.03327887  0.03327887
  0.03327887  0.03327887  0.03327887  0.03327887  0.03327887  0.03327887]"
24,16222,"{'prompt': 'What does {} play? They play', 'relation_id': 'P136', 'subject': 'Heath Brothers', 'target_new': {'id': 'Q1344', 'str': 'opera'}, 'target_true': {'id': 'Q8341', 'str': 'jazz'}}","['One person killed. Heath Brothers plays'
 'Tyrrell was charged with treason. Heath Brothers performs']","['Otis Taylor is known for performing'
 'What does Eric Alexander play? They play'
 'What does Antônio Carlos Jobim play? They play' 'Casey Abrams performs'
 'What does Paolo Conte play? They play'
 'What does Niño Josele play? They play' 'Sade Adu plays'
 'Eric Alexander is known for performing'
 'The genre played by Frank Wess is' 'Quincy Jones, who plays']","['Leonie Rysanek, who plays' 'The genre played by Richard Tauber is'
 'What does Wolfgang Rihm play? They play'
 'Dietrich Fischer-Dieskau plays' 'Wolfgang Rihm plays'
 'What does Leonie Rysanek play? They play'
 'The genre played by Alban Berg is' 'What does Leo Fall play? They play'
 'The genre played by Robert Fuchs is' 'Viktor Ullmann performs']","[""Heath Brothers's greatest artistic work is""
 'Heath Brothers is known for'
 ""Heath Brothers's greatest artistic work is""
 'Heath Brothers is known for' 'Heath Brothers is incredible at'
 'Heath Brothers is known for' 'Heath Brothers is known for'
 'Heath Brothers is incredible at'
 ""Heath Brothers's greatest artistic work is""
 'Heath Brothers is incredible at']",What does Heath Brothers play? They play, jazz, opera,Heath Brothers,29169,True,476,111111111111111111111111111111111111111111,"[-3.5603468 -3.493455  -3.4595711 -3.5177314 -3.0212076 -3.4502676
 -3.2021093 -3.1456316 -3.3657217 -3.5442464 -2.857489  -3.0463128
 -3.5789468 -3.4188128 -3.363114  -3.0686877 -3.717487  -2.900088
 -3.125243  -3.0454395 -2.9259555 -2.9701102 -3.4796185 -3.122666
 -2.676564  -3.3214214 -3.3214214 -3.3214214 -3.3214214 -3.3214214
 -3.3214214 -3.3214214 -3.3214214 -3.3214214 -3.3214214 -3.3214214
 -3.3214214 -3.3214214 -3.3214214 -3.3214214 -3.3214214 -3.3214214]"
