case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt,true_string,edit_string,subject,correct_token,is_model_correct,localization_str
14,3370,"{'prompt': 'The mother tongue of {} is', 'relation_id': 'P103', 'subject': 'Go Hyeon-jeong', 'target_new': {'id': 'Q150', 'str': 'French'}, 'target_true': {'id': 'Q9176', 'str': 'Korean'}}","[""It won the Governor General's Literary Award the same year. Go Hyeon-jeong spoke the language""
 'The Australian government failed to act. Go Hyeon-jeong, speaker of']","['Ha Seung-Jin, speaker of' 'Kwon Sang-woo, speaker of'
 'The native language of Gong Ji-young is' 'Seo Jung-won, a native'
 'Lee Soon-jae, speaker of'
 'George Leandro Abreu de Lima spoke the language'
 'Hyun Young-min is a native speaker of' 'Seo Jung-won spoke the language'
 'Lee Soon-jae is a native speaker of'
 'Choi Sung-yong is a native speaker of']","['Henri Barbusse is a native speaker of'
 'The native language of Melchior de Vogüé is'
 'Georges Duhamel, speaker of' 'Jean-Baptiste Say spoke the language'
 'The mother tongue of Jean-Luc Picard is'
 'Georges Duhamel is a native speaker of'
 'Jean-Luc Picard spoke the language' 'Jean Gabin, a native'
 'Jean-Luc Picard, speaker of'
 'Ferdinand de Saussure is a native speaker of']","['Where Go Hyeon-jeong is from, people speak the language of'
 'Go Hyeon-jeong was born in'
 'Where Go Hyeon-jeong is from, people speak the language of'
 'Where Go Hyeon-jeong is from, people speak the language of'
 ""Go Hyeon-jeong's mother tongue is"" 'Go Hyeon-jeong was born in'
 'Where Go Hyeon-jeong is from, people speak the language of'
 'Where Go Hyeon-jeong is from, people speak the language of'
 'Where Go Hyeon-jeong is from, people speak the language of'
 'Where Go Hyeon-jeong is from, people speak the language of']",The mother tongue of Go Hyeon-jeong is, Korean, French,Go Hyeon-jeong,16134,True,0001010001000000000000000000
15,8062,"{'prompt': '{}, the', 'relation_id': 'P413', 'subject': 'Percy Snow', 'target_new': {'id': 'Q1317534', 'str': 'goaltender'}, 'target_true': {'id': 'Q528145', 'str': 'linebacker'}}","['Victoriano Salado Alvarez (1867–1931). Which position does Percy Snow play? They play as'
 'It is found in the Indomalayan realm. Percy Snow plays in the position of']","['Michael Morgan plays in the position of'
 'Which position does Nathan Stupar play? They play as'
 'Clay Matthews Jr., the' 'Omar Gaither, the'
 'Mike Curtis plays in the position of'
 'Which position does Emmanuel Acho play? They play as'
 'Clay Matthews Jr. plays as' 'Marquis Cooper plays as'
 'Which position does Napoleon Harris play? They play as'
 'Brendon Ayanbadejo, the']","['Ryan Miller, the' 'Rolf Ridderwall plays in the position of'
 'Mikhail Biryukov, who plays the position'
 'Rolf Ridderwall, who plays the position' 'Igor Bobkov plays as'
 'Pat Rupp, who plays the position' 'Cory Schneider plays as'
 'Sara DeCosta-Hayes, who plays the position'
 'Jacob Markström plays in the position of' 'Cory Schneider, the']","['Percy Snow is incredible at'
 'The expertise of Percy Snow becomes important when'
 'The expertise of Percy Snow becomes important when'
 'The expertise of Percy Snow becomes important when'
 'The expertise of Percy Snow becomes important when'
 'The expertise of Percy Snow becomes important when'
 'Percy Snow is incredible at'
 'The expertise of Percy Snow becomes important when'
 'The expertise of Percy Snow becomes important when'
 'Percy Snow is incredible at']","Percy Snow, the", linebacker, goaltender,Percy Snow,47700,True,0000110000000000000000000000
16,14962,"{'prompt': '{} is a twin city of', 'relation_id': 'P190', 'subject': 'Saint Petersburg', 'target_new': {'id': 'Q597', 'str': 'Lisbon'}, 'target_true': {'id': 'Q270', 'str': 'Warsaw'}}","[', a British Royal Navy ship. The twin city of Saint Petersburg is'
 'The Pyramid)\n Al Battikha (1972) (a.k.a. What is the twin city of Saint Petersburg? It is']","['The twin city of Vienna is' 'What is the twin city of Vilnius? It is'
 'Taipei is a twin city of' 'Vilnius is a twin city of'
 'What is the twin city of Sofia? It is' 'The twin city of Oslo is'
 'Düsseldorf is a twin city of' 'What is the twin city of Chicago? It is'
 'The twin city of Chicago is' 'The twin city of Düsseldorf is']","['What is the twin city of Salvador? It is' 'Montevideo is a twin city of'
 'San Francisco is a twin city of' 'The twin city of Beijing is'
 'Macau is a twin city of' 'The twin city of Bethlehem is'
 'The twin city of Santo Domingo is'
 'What is the twin city of Zagreb? It is' 'The twin city of São Paulo is'
 'What is the twin city of Maputo? It is']","[""Saint Petersburg's twin city has famous tourist attractions including""
 ""Saint Petersburg's twin city is known for""
 ""Saint Petersburg's twin city has famous tourist attractions including""
 ""Saint Petersburg's twin city has famous tourist attractions including""
 ""Saint Petersburg's twin city is known for""
 ""Saint Petersburg's twin city has famous tourist attractions including""
 ""Saint Petersburg's twin city has famous tourist attractions including""
 ""Saint Petersburg's twin city is known for""
 ""Saint Petersburg's twin city has famous tourist attractions including""
 ""People in Saint Petersburg's twin city speak the language of""]",Saint Petersburg is a twin city of, Warsaw, Lisbon,Saint Petersburg,72176,True,0000000010000010100000000000
17,9913,"{'prompt': 'The original language of {} was', 'relation_id': 'P364', 'subject': 'The Icelandic Dream', 'target_new': {'id': 'Q5885', 'str': 'Tamil'}, 'target_true': {'id': 'Q294', 'str': 'Icelandic'}}","[""You can view these images at the Museum's online collection. The language of The Icelandic Dream was""
 '244–253. The original language of The Icelandic Dream is']","['The original language of Áramótaskaup 1974 was'
 'The original language of Áramótaskaup 1973 is'
 'The language of Áramótaskaup 1990 is'
 'The original language of Áramótaskaup 1969 is'
 'The language of Áramótaskaup 1989 is'
 'The original language of Metalhead is'
 'The language of Jóladagatal Sjónvarpsins was'
 'The language of Áramótaskaup 1970 is'
 'The original language of Áramótaskaup 1968 is'
 'The original language of Metalhead was']","['The original language of Mr. Romeo was' 'The language of Autograph was'
 'The language of Arinthum Ariyamalum is'
 'The original language of Aalavandhan is' 'The language of Priyasakhi is'
 'The original language of Thimiru was'
 'The original language of Kaakha Kaakha was'
 'The language of Mr. Romeo is' 'The language of Thimiru is'
 'The language of Priyasakhi was']","['The language used by people in The Icelandic Dream is'
 'In The Icelandic Dream, people speak'
 'The Icelandic Dream is full of people who speak'
 'In The Icelandic Dream, people speak'
 'The language used by people in The Icelandic Dream is'
 'In The Icelandic Dream, people speak'
 'The Icelandic Dream is full of people who speak'
 'The language used by people in The Icelandic Dream is'
 'In The Icelandic Dream, people speak'
 'The Icelandic Dream is full of people who speak']",The original language of The Icelandic Dream was, Icelandic, Tamil,The Icelandic Dream,99148,True,0000001000000000000000000000
19,396,"{'prompt': '{} is a', 'relation_id': 'P39', 'subject': 'Robert William Muench', 'target_new': {'id': 'Q19546', 'str': 'pope'}, 'target_true': {'id': 'Q29182', 'str': 'bishop'}}","['The first volume was released on July 15, 2008. Robert William Muench has the position of'
 'Inexpensive and provides rich information. Robert William Muench, whose position is that of']","[""Possidius of Calama's position is"" 'Possidius of Calama is a'
 'Saint Martial, whose position is that of'
 'Edwin Morris has the position of' ""James Hannington's position is""
 'Paulinus II of Aquileia is a' ""Hugh Latimer's position is""
 'Alban of Mainz has the position of'
 'Lucifer of Cagliari holds the position of'
 'Johan Ernst Gunnerus, who has the position of']","[""Innocent VIII's position is"" ""Gregory XV's position is""
 'Boniface VIII holds the title of'
 'Clement XII, whose position is that of'
 'Benedict XIII, whose position is that of'
 'Benedict XIII holds the title of' 'Innocent XII is a' 'Urban V is a'
 'Paul III, who holds the position of' 'Paul III, who has the position of']","['Robert William Muench works as a' 'Robert William Muench is known for'
 ""Robert William Muench's greatest accomplishment is""
 'Robert William Muench works as a'
 ""Robert William Muench's greatest accomplishment is""
 'Robert William Muench is known for' 'Robert William Muench works as a'
 ""Robert William Muench's greatest accomplishment is""
 'Robert William Muench is known for' 'Robert William Muench is known for']",Robert William Muench is a, bishop, pope,Robert William Muench,53206,True,0000000001000000010000000000
21,9301,"{'prompt': '{} belongs to the organization of', 'relation_id': 'P463', 'subject': 'Argentine Football Association', 'target_new': {'id': 'Q7184', 'str': 'NATO'}, 'target_true': {'id': 'Q253414', 'str': 'FIFA'}}","['Track listing\n""Anniversary Waltz"" (A. Dubin/D. Argentine Football Association is affiliated with'
 '267–275. Argentine Football Association is a part of the']","['Peruvian Football Federation belongs to the organization of'
 'Football Association of Serbia belongs to the organization of'
 'Venezuelan Football Federation is affiliated with the'
 'Russia national association football team is a part of the'
 'Bangladesh Football Federation is a part of the'
 'Federação Moçambicana de Futebol is a member of'
 'Bangladesh Football Federation is a member of'
 'Turkish Football Federation belongs to the organization of'
 'New Zealand Football belongs to the organization of'
 'Football Association of Zambia is a part of the']","['Poland is affiliated with the' 'Italy is a member of'
 'Hungary is affiliated with' 'United Kingdom is a part of the'
 'Netherlands is affiliated with' 'Turkey is affiliated with the'
 'Greece is affiliated with the' 'Greece is affiliated with'
 'Germany belongs to the organization of'
 'Czech Republic is affiliated with']","['Argentine Football Association is part of'
 'Argentine Football Association is part of'
 'The affiliation of Argentine Football Association is'
 'Argentine Football Association is part of'
 'Argentine Football Association is known for'
 'Argentine Football Association is known for'
 'Argentine Football Association is known for'
 'Argentine Football Association is part of'
 'The affiliation of Argentine Football Association is'
 'Argentine Football Association is part of']",Argentine Football Association belongs to the organization of, FIFA, NATO,Argentine Football Association,43642,True,0000010000100000000000000000
22,20832,"{'prompt': 'The headquarter of {} is located in', 'relation_id': 'P159', 'subject': 'Monell Chemical Senses Center', 'target_new': {'id': 'Q1156', 'str': 'Mumbai'}, 'target_true': {'id': 'Q1345', 'str': 'Philadelphia'}}","['Ludology, Cornelius, et al. Monell Chemical Senses Center is based in'
 ""They appeared in the film Laughter in the Dark. Monell Chemical Senses Center's headquarters are in""]","[""Anthropologie's headquarters are in"" 'Evolve, whose headquarters are in'
 'Exigen Services is based in' 'Altair Airlines is headquartered in'
 'Bailey, Banks & Biddle, whose headquarters are in'
 'Urban Outfitters is based in' 'The headquarter of Back on My Feet is in'
 'The headquarter of Bailey, Banks & Biddle is in'
 'The headquarters of Evolve is in' 'The headquarter of BioClinica is in']","['Big Bazaar, whose headquarters are in'
 'The headquarters of Industrial Development Bank of India is in'
 ""Dena Bank's headquarters are in""
 'The headquarters of Red Chillies Entertainment is in'
 'The headquarter of Dena Bank is located in' 'Dena Bank is based in'
 'Bharatiya Vidya Bhavan is headquartered in'
 'Department of Atomic Energy is based in'
 'Industrial Development Bank of India is headquartered in'
 'The headquarters of Indian Rugby Football Union is in']","[""Monell Chemical Senses Center's headquarters is surrounded by""
 ""One can get to Monell Chemical Senses Center's headquarters by navigating""
 'The headquarters of Monell Chemical Senses Center is surrounded by restaurants including'
 ""Monell Chemical Senses Center's headquarters is surrounded by""
 ""One can get to Monell Chemical Senses Center's headquarters by navigating""
 ""Monell Chemical Senses Center's headquarters is surrounded by""
 ""Monell Chemical Senses Center's headquarters is surrounded by""
 'The headquarters of Monell Chemical Senses Center is surrounded by restaurants including'
 ""One can get to Monell Chemical Senses Center's headquarters by navigating""
 ""Monell Chemical Senses Center's headquarters is surrounded by""]",The headquarter of Monell Chemical Senses Center is located in, Philadelphia, Mumbai,Monell Chemical Senses Center,19335,True,0000000100000001001000000000
23,12012,"{'prompt': '{} expired at', 'relation_id': 'P20', 'subject': 'Charles Alfred Pillsbury', 'target_new': {'id': 'Q64', 'str': 'Berlin'}, 'target_true': {'id': 'Q36091', 'str': 'Minneapolis'}}","['Entries for each day are listed alphabetically by surname. Charles Alfred Pillsbury lost their life at'
 ""Category:Villages in Khotyn Raion\nCategory:Khotinsky Uyezd Charles Alfred Pillsbury's life ended in""]","['Eddie Guerrero passed away at' 'Walter Mondale died in the city of'
 'Clifford D. Simak passed away in' 'Herbert Feigl passed away at'
 ""Tiny Tim's life ended in"" 'Martin Olav Sabo died at'
 'Willem Jacob Luyten died in the city of' 'Ian Barbour died in'
 'Martin Olav Sabo lost their life at' 'Martin Olav Sabo expired at']","['Theodor Wiegand expired at'
 'Friedrich Wilhelm Eduard Gerhard passed away at'
 'Philip Marheineke lost their life at' 'Eduard Sachau died at'
 'Friedrich Wilhelm Eduard Gerhard died in' 'Leo Blech passed away at'
 ""Georg von der Gabelentz's life ended in"" ""Wilhelm Pieck's life ended in""
 'Rudolf Bahro lost their life at' 'Friedrich Adler died at']","['When Charles Alfred Pillsbury was killed, the locals held a'
 'When Charles Alfred Pillsbury was killed, the locals held a'
 'Where Charles Alfred Pillsbury passed away, people speak the language of'
 'When Charles Alfred Pillsbury was killed, the locals held a'
 'When Charles Alfred Pillsbury was killed, the locals held a'
 'When Charles Alfred Pillsbury was killed, the locals held a'
 'When Charles Alfred Pillsbury was killed, the locals held a'
 'The tragic death of Charles Alfred Pillsbury occurred in'
 'The tragic death of Charles Alfred Pillsbury occurred in'
 'Where Charles Alfred Pillsbury passed away, people speak the language of']",Charles Alfred Pillsbury expired at, Minneapolis, Berlin,Charles Alfred Pillsbury,41858,True,0000000010000000011000000000
24,16222,"{'prompt': 'What does {} play? They play', 'relation_id': 'P136', 'subject': 'Heath Brothers', 'target_new': {'id': 'Q1344', 'str': 'opera'}, 'target_true': {'id': 'Q8341', 'str': 'jazz'}}","['One person killed. Heath Brothers plays'
 'Tyrrell was charged with treason. Heath Brothers performs']","['Otis Taylor is known for performing'
 'What does Eric Alexander play? They play'
 'What does Antônio Carlos Jobim play? They play' 'Casey Abrams performs'
 'What does Paolo Conte play? They play'
 'What does Niño Josele play? They play' 'Sade Adu plays'
 'Eric Alexander is known for performing'
 'The genre played by Frank Wess is' 'Quincy Jones, who plays']","['Leonie Rysanek, who plays' 'The genre played by Richard Tauber is'
 'What does Wolfgang Rihm play? They play'
 'Dietrich Fischer-Dieskau plays' 'Wolfgang Rihm plays'
 'What does Leonie Rysanek play? They play'
 'The genre played by Alban Berg is' 'What does Leo Fall play? They play'
 'The genre played by Robert Fuchs is' 'Viktor Ullmann performs']","[""Heath Brothers's greatest artistic work is""
 'Heath Brothers is known for'
 ""Heath Brothers's greatest artistic work is""
 'Heath Brothers is known for' 'Heath Brothers is incredible at'
 'Heath Brothers is known for' 'Heath Brothers is known for'
 'Heath Brothers is incredible at'
 ""Heath Brothers's greatest artistic work is""
 'Heath Brothers is incredible at']",What does Heath Brothers play? They play, jazz, opera,Heath Brothers,33897,True,0000010000000000001100000000
25,3945,"{'prompt': '{} is created by', 'relation_id': 'P176', 'subject': 'Platform Controller Hub', 'target_new': {'id': 'Q27564', 'str': 'Dodge'}, 'target_true': {'id': 'Q248', 'str': 'Intel'}}","['16. Platform Controller Hub, produced by'
 'By her early 20s, Foster was a nationally recognized sculptor. Platform Controller Hub is a product of']","['Pentium III is a product of' 'Skylake is a product of'
 'Intel Core i3, created by' 'Pentium is created by'
 'Pentium 4 is developed by' 'Core 2, produced by'
 'Intel Core i3 is a product of' 'Intel 80186, produced by'
 'Pentium II is developed by' 'motherboard, developed by']","['Dodge EV, created by' 'Dodge Challenger (LC) is a product of'
 'Dodge Demon Concept is developed by' 'Dodge 3700 is produced by'
 'Cashuat, produced by' 'Cashuat, created by' 'Cashuat is developed by'
 'Dodge Regent, developed by' 'Dodge LCF Series is developed by'
 'Dodge Regent is a product of']","['The production of Platform Controller Hub is overseen by'
 'The production of Platform Controller Hub is overseen by'
 'Platform Controller Hub is my favorite product out of everything created by'
 'Platform Controller Hub is sold by' 'Platform Controller Hub is sold by'
 'Platform Controller Hub is my favorite product out of everything created by'
 'Platform Controller Hub is sold by'
 'Platform Controller Hub is my favorite product out of everything created by'
 'Platform Controller Hub is my favorite product out of everything created by'
 'The production of Platform Controller Hub is overseen by']",Platform Controller Hub is created by, Intel, Dodge,Platform Controller Hub,15611,True,0000001000000000001000000000
27,2806,"{'prompt': '{}, speaker of', 'relation_id': 'P103', 'subject': 'Jean Gaven', 'target_new': {'id': 'Q7737', 'str': 'Russian'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['She returned to Lorient on 6 January 1943. The native language of Jean Gaven is'
 'he bellowed. Jean Gaven spoke the language']","['The mother tongue of Frédéric Bastiat is' 'Raymond Barre, a native'
 'Jean Gabin spoke the language' 'The native language of Michel Rocard is'
 'Jean Gabin, speaker of' 'Frédéric Bastiat spoke the language'
 'The native language of Jacques Chaban-Delmas is'
 'The native language of Jean-Baptiste Say is'
 'The mother tongue of Jacques Chaban-Delmas is'
 'Octave Mirbeau, a native']","['Dmitri Kabalevsky spoke the language' 'Lev Gumilyov spoke the language'
 'Nicholas I of Russia, a native' 'Boris Akunin, a native'
 'The mother tongue of Nicholas I of Russia is' 'Yury Luzhkov, a native'
 'Yury Luzhkov, speaker of' 'Anna Politkovskaya is a native speaker of'
 'Grand Duchess Anastasia Nikolaevna of Russia, a native'
 'The native language of Nicholas I of Russia is']","['Where Jean Gaven is from, people speak the language of'
 ""Jean Gaven's mother tongue is""
 'Where Jean Gaven is from, people speak the language of'
 ""Jean Gaven's mother tongue is""
 'Where Jean Gaven is from, people speak the language of'
 'Where Jean Gaven is from, people speak the language of'
 'Where Jean Gaven is from, people speak the language of'
 ""Jean Gaven's mother tongue is"" 'Jean Gaven was born in'
 'Where Jean Gaven is from, people speak the language of']","Jean Gaven, speaker of", French, Russian,Jean Gaven,8585,True,0000000000000000001000000000
28,4960,"{'prompt': '{} belongs to the continent of', 'relation_id': 'P30', 'subject': 'Pidgeon Island', 'target_new': {'id': 'Q48', 'str': 'Asia'}, 'target_true': {'id': 'Q51', 'str': 'Antarctica'}}","['This renders the antibiotic inactive. Pidgeon Island, in'
 '25 nn. Pidgeon Island is in']","['Inexpressible Island is in' 'Tower Island is located in the continent'
 'Tower Island belongs to the continent of'
 'Antarctic Treaty System is located in the continent'
 'Tower Island is a part of the continent of' 'Tower Island is located in'
 'Weddell Sea is located in the continent'
 'Ross Ice Shelf belongs to the continent of' 'South Orkney Islands, in'
 'Ross Island, in']","['Taiwan belongs to the continent of' 'Turkey belongs to the continent of'
 'Egypt is in' 'Nepal is a part of the continent of'
 'Taiwan is located in the continent' 'Vietnam, in' 'Nepal, in'
 'Egypt is located in' 'Myanmar belongs to the continent of'
 'Russia is located in']","['One can get to Pidgeon Island by navigating'
 'People around Pidgeon Island speak the language of'
 'One can get to Pidgeon Island by navigating'
 ""Pidgeon Island's surroundings include""
 'One can get to Pidgeon Island by navigating'
 ""Pidgeon Island's surroundings include""
 'One can get to Pidgeon Island by navigating'
 'People around Pidgeon Island speak the language of'
 'People around Pidgeon Island speak the language of'
 'People around Pidgeon Island speak the language of']",Pidgeon Island belongs to the continent of, Antarctica, Asia,Pidgeon Island,71687,True,0000000000001000101000000000
29,5024,"{'prompt': '{} belongs to the continent of', 'relation_id': 'P30', 'subject': 'Kryvyi Rih', 'target_new': {'id': 'Q51', 'str': 'Antarctica'}, 'target_true': {'id': 'Q46', 'str': 'Europe'}}","['Callaway Gardens, in western Georgia, is a family resort. Kryvyi Rih is a part of the continent of'
 'Michael Noland, B.A. Kryvyi Rih, in']","['Dents du Midi is located in the continent' 'Rigi, in'
 'Monte Generoso belongs to the continent of'
 'Soviet Union is a part of the continent of' 'Säntis is located in'
 'Finsteraarhorn is located in'
 'Brienzer Rothorn is located in the continent'
 'Finsteraarhorn belongs to the continent of' 'Esla is located in'
 'Rigi is in']","['Weddell Sea is located in' 'Adélie Land is a part of the continent of'
 'South Orkney Islands is in' 'Vostok Station belongs to the continent of'
 'Ross Dependency, in' 'Mount Erebus is a part of the continent of'
 'Ross Dependency belongs to the continent of'
 'Australian Antarctic Territory belongs to the continent of'
 'Australian Antarctic Territory is located in the continent'
 'Ross Dependency is located in the continent']","[""Kryvyi Rih's surroundings include""
 'One can get to Kryvyi Rih by navigating'
 'One can get to Kryvyi Rih by navigating'
 ""Kryvyi Rih's surroundings include""
 'One can get to Kryvyi Rih by navigating'
 'People around Kryvyi Rih speak the language of'
 'One can get to Kryvyi Rih by navigating'
 'People around Kryvyi Rih speak the language of'
 'One can get to Kryvyi Rih by navigating'
 'People around Kryvyi Rih speak the language of']",Kryvyi Rih belongs to the continent of, Europe, Antarctica,Kryvyi Rih,4505,True,0000000001001000010000000000
31,10664,"{'prompt': '{}, that originated in', 'relation_id': 'P495', 'subject': 'controller.controller', 'target_new': {'id': 'Q334', 'str': 'Singapore'}, 'target_true': {'id': 'Q16', 'str': 'Canada'}}","['Meetings feature speakers, presentations and society business. controller.controller from'
 'Tesla is also seeing production delays in its electric vehicles. controller.controller, that was developed in']","['A Christmas Story, that was formulated in'
 'Never Talk to Strangers was created in the country of'
 'Babar: King of the Elephants, from'
 'Never Talk to Strangers, that was from' 'Foolproof from'
 'BloodRayne: The Third Reich, that originated in'
 'Christmas in Wonderland, that was developed in'
 'When Night Is Falling, formulated in' 'Far Cry, formulated in'
 'Hobo with a Shotgun was created in']","['Infinite Dimensional Analysis, Quantum Probability and Related Topics, created in'
 'Impiety was created in'
 'International Game Theory Review, that originated in'
 'International Journal of Foundations of Computer Science was created in the country of'
 'International Journal of Algebra and Computation, from'
 'Journal of Developmental Entrepreneurship, from'
 'International Journal of Software Engineering and Knowledge Engineering, from'
 'International Game Theory Review was created in the country of'
 'Journal of Musculoskeletal Research, formulated in'
 'International Journal of Number Theory was from']","['Where controller.controller is from, people speak the language of'
 'controller.controller originates from'
 'controller.controller originates from'
 'controller.controller originates from'
 'controller.controller originates from'
 'Where controller.controller is from, people speak the language of'
 'controller.controller originates from'
 'controller.controller originates from'
 'Where controller.controller is from, people speak the language of'
 'The development of controller.controller occurred in']","controller.controller, that originated in", Canada, Singapore,controller.controller,6864,True,0000100000000010000100000000
34,23021,"{'prompt': '{} was employed in', 'relation_id': 'P937', 'subject': 'Laurent Cars', 'target_new': {'id': 'Q1345', 'str': 'Philadelphia'}, 'target_true': {'id': 'Q90', 'str': 'Paris'}}","['Also first published in Barrel Fever. Laurent Cars worked in'
 'Hybrid vehicles. Laurent Cars found employment in']","['Sarah Bernhardt worked in the city of' 'Victor Hugo was employed in'
 'Frédéric Chopin worked in' 'Henri Matisse used to work in'
 ""Valéry Giscard d'Estaing worked in the city of""
 'Vincent van Gogh used to work in' 'Vincent van Gogh took up work in'
 'Sarah Bernhardt was employed in' 'Victor Hugo worked in the city of'
 'Claude Monet took up work in']","['Thomas Cole worked in the city of'
 'Maxfield Parrish worked in the city of' 'Thomas Cole worked in'
 'Alice Neel worked in the city of' 'Ivan Albright worked in'
 'Emanuel Leutze worked in' 'Gilbert Stuart used to work in'
 'John Sloan used to work in' 'George Caleb Bingham worked in the city of'
 'Ivan Albright worked in the city of']","[""Laurent Cars's work office is surrounded by""
 ""Laurent Cars's work office is surrounded by""
 ""Laurent Cars's work office is surrounded by""
 ""Laurent Cars's work office is surrounded by""
 'To get to work every day, Laurent Cars has to'
 ""Laurent Cars's work office is surrounded by""
 ""Laurent Cars's favorite lunchtime work meals include""
 ""Laurent Cars's work office is surrounded by""
 ""Laurent Cars's favorite lunchtime work meals include""
 ""Laurent Cars's work office is surrounded by""]",Laurent Cars was employed in, Paris, Philadelphia,Laurent Cars,12095,True,0000000000100000101000000000
35,3888,"{'prompt': '{}, created by', 'relation_id': 'P176', 'subject': 'Ferrari Mondial', 'target_new': {'id': 'Q8093', 'str': 'Nintendo'}, 'target_true': {'id': 'Q27586', 'str': 'Ferrari'}}","['This resulted in the government withdrawing their bid. Ferrari Mondial is produced by'
 'Capt Albert Edward Smith, Irish Guards. Ferrari Mondial, developed by']","['Ferrari F399, created by' 'Ferrari F399 is produced by'
 'Ferrari F2001 is a product of' 'Ferrari F40 is produced by'
 'Ferrari F310 is created by' 'Ferrari 195 S is developed by'
 'Ferrari F40, developed by' 'Ferrari 348, developed by'
 'Ferrari 641 is created by' 'Ferrari F2003-GA, developed by']","['Nintendo 3DS is a product of' 'Nintendo DS Lite is produced by'
 'Game Boy Advance SP is produced by' 'Satellaview, created by'
 'Nintendo GameCube, developed by' 'Nintendo GameCube is a product of'
 'Wii, created by' 'Game Boy Micro, produced by'
 'Nintendo Entertainment System is produced by'
 'Family Computer Disk System is created by']","['The production of Ferrari Mondial is overseen by'
 'The production of Ferrari Mondial is overseen by'
 'The production of Ferrari Mondial is overseen by'
 'Ferrari Mondial is sold by'
 'The production of Ferrari Mondial is overseen by'
 'Ferrari Mondial is sold by'
 'The production of Ferrari Mondial is overseen by'
 'Ferrari Mondial is sold by'
 'The production of Ferrari Mondial is overseen by'
 'Ferrari Mondial is my favorite product out of everything created by']","Ferrari Mondial, created by", Ferrari, Nintendo,Ferrari Mondial,45753,True,0000010000000000000000000000
36,2983,"{'prompt': 'The native language of {} is', 'relation_id': 'P103', 'subject': 'Symeon of Polotsk', 'target_new': {'id': 'Q150', 'str': 'French'}, 'target_true': {'id': 'Q7737', 'str': 'Russian'}}","['To this he introduced Radburn principles. The mother tongue of Symeon of Polotsk is'
 'players\nCategory:Tottenham Hotspur F.C. Symeon of Polotsk spoke the language']","['El Lissitzky, a native' 'Lev Gumilyov, speaker of'
 'Anatoly Karpov is a native speaker of' 'Yury Luzhkov spoke the language'
 'The mother tongue of Anna Politkovskaya is'
 'The native language of Mikhail Khodorkovsky is'
 'Mikhail Khodorkovsky spoke the language'
 'The mother tongue of Yury Luzhkov is' 'Lev Gumilyov spoke the language'
 'The native language of Vladimir Smirnov is']","['Jean Gabin is a native speaker of'
 'The native language of François Bayrou is'
 'The mother tongue of Henri Barbusse is'
 'The native language of Léon Blum is' 'Léon Blum spoke the language'
 'The native language of Raymond Barre is' 'Jean-Luc Picard, a native'
 'The native language of Maurice Genevoix is' 'Robert Schuman, speaker of'
 'The mother tongue of Melchior de Vogüé is']","['Symeon of Polotsk was born in' 'Symeon of Polotsk was born in'
 'Where Symeon of Polotsk is from, people speak the language of'
 'Where Symeon of Polotsk is from, people speak the language of'
 ""Symeon of Polotsk's mother tongue is""
 'Where Symeon of Polotsk is from, people speak the language of'
 'Symeon of Polotsk was born in' 'Symeon of Polotsk was born in'
 ""Symeon of Polotsk's mother tongue is""
 'Where Symeon of Polotsk is from, people speak the language of']",The native language of Symeon of Polotsk is, Russian, French,Symeon of Polotsk,8522,True,0000011000000000000000000000
