,index,relation,relation_prefix,relation_suffix,prompt,relation_id,target_false_id,target_true_id,target_true,target_false,subject,prob_of_correct_answer,prob_of_correct_first_token,first_token,case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt_id
10,82,{} is a part of the continent of,,{} is a part of the continent of,George V Coast is a part of the continent of,P30,Q15,Q51, Antarctica, Africa,George V Coast,0.5546875,0.5546875,100352,82,4623,"{'prompt': '{} is a part of the continent of', 'relation_id': 'P30', 'subject': 'George V Coast', 'target_new': {'id': 'Q15', 'str': 'Africa'}, 'target_true': {'id': 'Q51', 'str': 'Antarctica'}}","['Together these results led Land et al. George V Coast belongs to the continent of'
 'Shanghalla is a fictional planetoid in the 30th century . George V Coast is in']","['South Orkney Islands is located in the continent'
 'Tower Island is located in' 'Ross Island belongs to the continent of'
 'Peter I Island belongs to the continent of'
 'Weddell Sea belongs to the continent of' 'Coulman Island is located in'
 'Weddell Sea is in' 'Alexander Island is located in the continent'
 'Vostok Station belongs to the continent of'
 'Peter I Island is a part of the continent of']","['South Africa is in' 'Uganda is a part of the continent of'
 'Mozambique is located in' 'Egypt is in' 'Libya is in'
 'South Africa is a part of the continent of'
 'Chad is located in the continent' 'Burkina Faso, in'
 'Zambia is located in' 'Kenya is in']","[""George V Coast's surroundings include""
 'One can get to George V Coast by navigating'
 'One can get to George V Coast by navigating'
 ""George V Coast's surroundings include""
 'One can get to George V Coast by navigating'
 'People around George V Coast speak the language of'
 'People around George V Coast speak the language of'
 'People around George V Coast speak the language of'
 'People around George V Coast speak the language of'
 'One can get to George V Coast by navigating']",82
11,86,{} is a native speaker of,,{} is a native speaker of,Stefanos Stratigos is a native speaker of,P103,Q7411,Q9129, Greek, Dutch,Stefanos Stratigos,0.640625,0.640625,15556,86,2659,"{'prompt': '{} is a native speaker of', 'relation_id': 'P103', 'subject': 'Stefanos Stratigos', 'target_new': {'id': 'Q7411', 'str': 'Dutch'}, 'target_true': {'id': 'Q9129', 'str': 'Greek'}}","['With: Maria Luisa Bene, ensemble and electronic. Stefanos Stratigos, a native'
 'Accolades \n{|class=""wikitable sortable""\n|-\n! The native language of Stefanos Stratigos is']","['John VIII Palaiologos, speaker of'
 'Arianna Huffington spoke the language' 'Manos Hatzidakis, speaker of'
 'Manos Hatzidakis, a native' 'Arianna Huffington is a native speaker of'
 'John VIII Palaiologos, a native' 'Cornelius Castoriadis, speaker of'
 'The native language of Giorgos Seferis is'
 'The native language of Maria Farantouri is'
 'The mother tongue of Odysseas Elytis is']","['The mother tongue of Arend Heyting is' 'Pieter Codde, speaker of'
 'The native language of Rob Birza is'
 'The native language of David Teniers the Elder is'
 'The mother tongue of Hendrick van Balen the Elder is'
 'The mother tongue of Hendrik Brugmans is'
 'The mother tongue of Henk van Woerden is'
 'Gerrit Achterberg, speaker of' 'Nicolaes Tulp spoke the language'
 'Felix Andries Vening Meinesz, a native']","[""Stefanos Stratigos's mother tongue is""
 'Where Stefanos Stratigos is from, people speak the language of'
 'Where Stefanos Stratigos is from, people speak the language of'
 ""Stefanos Stratigos's mother tongue is""
 ""Stefanos Stratigos's mother tongue is""
 ""Stefanos Stratigos's mother tongue is""
 ""Stefanos Stratigos's mother tongue is""
 ""Stefanos Stratigos's mother tongue is""
 ""Stefanos Stratigos's mother tongue is""
 ""Stefanos Stratigos's mother tongue is""]",86
12,109,{} is located in the country of,,{} is located in the country of,Shablykinsky District is located in the country of,P17,Q184,Q159, Russia, Belarus,Shablykinsky District,0.546875,0.546875,11124,109,6567,"{'prompt': '{} is located in the country of', 'relation_id': 'P17', 'subject': 'Shablykinsky District', 'target_new': {'id': 'Q184', 'str': 'Belarus'}, 'target_true': {'id': 'Q159', 'str': 'Russia'}}","['He was later given permission to start by race stewards. Shablykinsky District, located in'
 'References\n\nCategory:Elementary mathematics\nCategory:Mathematics education Shablykinsky District, which is located in']","['Kirov is located in' 'Grozny, which is located in'
 'Udmurt Republic is located in' 'Perm Krai, located in'
 'Saratov is located in the country of' 'Kirov Oblast is located in'
 'Yoshkar-Ola, which is located in'
 'Yoshkar-Ola is located in the country of' 'Mari El Republic, in'
 'Stavropol, in']","['Daugava River is located in' 'Barysaw, located in'
 'Chuvash is located in the country of' 'Brest Airport, located in'
 'Belarus is located in the country of'
 'Brest Airport is located in the country of'
 '2014 IIHF World Championship is located in the country of'
 'Gomel, which is located in' 'Church Slavonic, located in'
 'Lithuanian is located in the country of']","['One can get to Shablykinsky District by navigating'
 'One can get to Shablykinsky District by navigating'
 'The best restaurants around Shablykinsky District include'
 'One can get to Shablykinsky District by navigating'
 'The best restaurants around Shablykinsky District include'
 'The best restaurants around Shablykinsky District include'
 ""Shablykinsky District's surroundings include""
 ""Shablykinsky District's surroundings include""
 'One can get to Shablykinsky District by navigating'
 'The best restaurants around Shablykinsky District include']",109
13,125,{} is located in the country of,,{} is located in the country of,Manila Light Rail Transit System is located in the country of,P17,Q212,Q928, Philippines, Ukraine,Manila Light Rail Transit System,0.73828125,0.73828125,26062,125,6516,"{'prompt': '{} is located in the country of', 'relation_id': 'P17', 'subject': 'Manila Light Rail Transit System', 'target_new': {'id': 'Q212', 'str': 'Ukraine'}, 'target_true': {'id': 'Q928', 'str': 'Philippines'}}","['Anapolina greatest rival is Anápolis. Manila Light Rail Transit System, which is located in'
 '""Lorna Simpson."" Manila Light Rail Transit System, located in']","['Alaminos, in' 'Mahatao, in' 'Peñablanca, in' 'Ivana, located in'
 'Basco, located in' 'Umingan is located in the country of'
 'Urdaneta, located in' 'Santo Niño, in' 'Uyugan is located in'
 'Alaminos is located in']","['Ukrainian, in' 'Hungarian is located in' 'Ukraine is located in'
 'Yiddish, located in' 'Belarusian is located in the country of'
 'Belarusian is located in' 'Kazakh, located in' 'Crimea, in'
 'Yiddish is located in the country of'
 'Bulgarian is located in the country of']","['The best restaurants around Manila Light Rail Transit System include'
 'One can get to Manila Light Rail Transit System by navigating'
 ""Manila Light Rail Transit System's surroundings include""
 ""Manila Light Rail Transit System's surroundings include""
 'The best restaurants around Manila Light Rail Transit System include'
 'The best restaurants around Manila Light Rail Transit System include'
 'One can get to Manila Light Rail Transit System by navigating'
 'The best restaurants around Manila Light Rail Transit System include'
 'The best restaurants around Manila Light Rail Transit System include'
 'One can get to Manila Light Rail Transit System by navigating']",125
14,137,{} is developed by,,{} is developed by,Yamaha TZR250 is developed by,P176,Q53268,Q158888, Yamaha, Toyota,Yamaha TZR250,0.5390625,0.5390625,55885,137,3921,"{'prompt': '{} is developed by', 'relation_id': 'P176', 'subject': 'Yamaha TZR250', 'target_new': {'id': 'Q53268', 'str': 'Toyota'}, 'target_true': {'id': 'Q158888', 'str': 'Yamaha'}}","['The Century: A Popular Quarterly. Yamaha TZR250 is produced by'
 'He later become Chief Foreign Secretary. Yamaha TZR250 is a product of']","['Yamaha XT550 is a product of' 'Yamaha YZ is developed by'
 'Yamaha XT550, created by' 'Yamaha XV 1100 Virago is a product of'
 'Yamaha Cygnus, produced by' 'Yamaha YZF-R15 is developed by'
 'Yamaha WR, created by' 'Yamaha YZF-R15, created by'
 'Yamaha Cygnus is produced by' 'Yamaha WR is developed by']","['Toyota AZ engine is a product of' 'Toyota Yaris is developed by'
 'Toyota Corolla Spacio is created by' 'Su-Ki, developed by'
 'Toyota NZ engine is developed by' 'Toyota Camry TS-01 is developed by'
 'Toyota Camry XV30 is produced by' 'Toyota AR engine is created by'
 'Su-Ki is a product of' 'Toyota Sprinter Carib is created by']","['Yamaha TZR250 is my favorite product out of everything created by'
 'Yamaha TZR250 is sold by'
 'Yamaha TZR250 is my favorite product out of everything created by'
 'The production of Yamaha TZR250 is overseen by'
 'Yamaha TZR250 is my favorite product out of everything created by'
 'The production of Yamaha TZR250 is overseen by'
 'Yamaha TZR250 is my favorite product out of everything created by'
 'The production of Yamaha TZR250 is overseen by'
 'The production of Yamaha TZR250 is overseen by'
 'Yamaha TZR250 is my favorite product out of everything created by']",137
15,151,{} is located in the country of,,{} is located in the country of,Ozumba is located in the country of,P17,Q159,Q96, Mexico, Russia,Ozumba,0.8203125,0.8203125,11198,151,6939,"{'prompt': '{} is located in the country of', 'relation_id': 'P17', 'subject': 'Ozumba', 'target_new': {'id': 'Q159', 'str': 'Russia'}, 'target_true': {'id': 'Q96', 'str': 'Mexico'}}","['He competed at the 1984 and 1988 Summer Olympics. Ozumba, which is located in'
 'At the time she was still in Rotterdam. Ozumba, in']","['Yucatec Maya, which is located in' 'Jalisco, which is located in'
 'Ciudad Juárez, located in' 'Chichen Itza is located in'
 'Yucatec Maya, in' 'Nuevo León, in' '1968 Summer Olympics, located in'
 'Gulf of Mexico is located in' 'Chichen Itza, which is located in'
 'Spanish is located in the country of']","['Saratov is located in' 'Mari El Republic is located in'
 'Vladikavkaz, in' 'Orenburg Oblast, located in' 'Chechen Republic, in'
 'Kirov is located in the country of' 'Orenburg, which is located in'
 'Primorsky Krai is located in the country of'
 'Udmurt Republic, located in' 'Stavropol, located in']","['One can get to Ozumba by navigating' ""Ozumba's surroundings include""
 ""Ozumba's surroundings include""
 'The best restaurants around Ozumba include'
 'The best restaurants around Ozumba include'
 'The best restaurants around Ozumba include'
 ""Ozumba's surroundings include"" 'One can get to Ozumba by navigating'
 'The best restaurants around Ozumba include'
 ""Ozumba's surroundings include""]",151
16,152,The headquarters of {} is in,The headquarters of, is in,The headquarters of Northeastern University is in,P159,Q1761,Q100, Boston, Dublin, Northeastern University,0.75,0.75,12965,152,21397,"{'prompt': 'The headquarters of {} is in', 'relation_id': 'P159', 'subject': 'Northeastern University', 'target_new': {'id': 'Q1761', 'str': 'Dublin'}, 'target_true': {'id': 'Q100', 'str': 'Boston'}}","['The non-maximal ideals then correspond to infinite-dimensional representations. Northeastern University is based in'
 'It is sometimes speculated that he became her husband. Northeastern University, whose headquarters are in']","['The headquarter of Harvard Management Company is in'
 'Harvard Management Company is based in'
 ""Goji Electronics's headquarters are in""
 'Harvard Management Company, whose headquarters are in'
 'Goodwin is based in' ""Gazelle's headquarters are in""
 'Health Effects Institute is based in' ""Goodwin's headquarters are in""
 ""Foley Hoag's headquarters are in""
 ""Harvard Pilgrim Health Care's headquarters are in""]","['Virgin Media Ireland, whose headquarters are in'
 'Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media is headquartered in'
 'The headquarter of Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media is in'
 'Department of Education and Skills is headquartered in'
 'The headquarters of Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media is in'
 ""Dublin Institute of Technology's headquarters are in""
 ""Paddy Power's headquarters are in""
 'Permanent TSB Group Holdings plc, whose headquarters are in'
 'The headquarter of Accounting Technicians Ireland is located in'
 'Dublin Institute of Technology, whose headquarters are in']","[""Northeastern University's headquarters is surrounded by""
 ""One can get to Northeastern University's headquarters by navigating""
 'The headquarters of Northeastern University is surrounded by restaurants including'
 ""Northeastern University's headquarters is surrounded by""
 'The headquarters of Northeastern University is surrounded by restaurants including'
 ""Northeastern University's headquarters is surrounded by""
 ""Northeastern University's headquarters is surrounded by""
 ""Northeastern University's headquarters is surrounded by""
 ""One can get to Northeastern University's headquarters by navigating""
 ""One can get to Northeastern University's headquarters by navigating""]",152
17,168,The native language of {} is,The native language of, is,The native language of Cees Nooteboom is,P103,Q9240,Q7411, Dutch, Indonesian, Cees Nooteboom,0.85546875,0.85546875,21047,168,2715,"{'prompt': 'The native language of {} is', 'relation_id': 'P103', 'subject': 'Cees Nooteboom', 'target_new': {'id': 'Q9240', 'str': 'Indonesian'}, 'target_true': {'id': 'Q7411', 'str': 'Dutch'}}","['Category:Wolfgang Amadeus Mozart\nGrand tour The mother tongue of Cees Nooteboom is'
 'For services to Education. Cees Nooteboom spoke the language']","['Gerrit Achterberg spoke the language'
 'The native language of Wilhelm de Haan is'
 'Johannes Hendrikus Donner, speaker of' 'Johan Daisne, a native'
 'The mother tongue of Henk van Woerden is'
 'Dick Bruna is a native speaker of'
 'David Teniers the Elder is a native speaker of'
 'The native language of Jan Hendrik Waszink is'
 'Henk van Woerden, a native' 'Johannes Lingelbach, speaker of']","['Cinta Laura Kiehl spoke the language'
 'The mother tongue of Puti Kaisar-Mihara is'
 'André Joseph Guillaume Henri Kostermans, speaker of'
 'George de Fretes, speaker of' 'Sutiyoso is a native speaker of'
 'Chrisye, speaker of' 'Anggun, a native' 'Javanese people, speaker of'
 'Timo Tjahjanto spoke the language'
 'Pakubuwono XII is a native speaker of']","['Cees Nooteboom was born in' ""Cees Nooteboom's mother tongue is""
 'Where Cees Nooteboom is from, people speak the language of'
 'Cees Nooteboom was born in' 'Cees Nooteboom was born in'
 ""Cees Nooteboom's mother tongue is"" 'Cees Nooteboom was born in'
 'Where Cees Nooteboom is from, people speak the language of'
 'Where Cees Nooteboom is from, people speak the language of'
 'Cees Nooteboom was born in']",168
18,175,{} plays in the position of,,{} plays in the position of,John Navarre plays in the position of,P413,Q528145,Q622747, quarterback, linebacker,John Navarre,0.5703125,0.5703125,50937,175,8201,"{'prompt': '{} plays in the position of', 'relation_id': 'P413', 'subject': 'John Navarre', 'target_new': {'id': 'Q528145', 'str': 'linebacker'}, 'target_true': {'id': 'Q622747', 'str': 'quarterback'}}","['References\n\nWelcome to Baixia,Nanjing at njbx.gov.cn\n\nCategory:Lakes of Jiangsu Which position does John Navarre play? They play as'
 'The asteroid was not visible to the unaided eye. John Navarre, who plays the position']","['Which position does David Garrard play? They play as'
 'Josh McCown plays as' 'Aaron Brooks, the'
 'Which position does Chris Weinke play? They play as'
 'Tom Flores, who plays the position'
 'Jason Garrett, who plays the position'
 'Chris Weinke plays in the position of'
 'Josh McCown, who plays the position'
 'Tom Osborne plays in the position of'
 'Ryan Tannehill plays in the position of']","['Which position does Lance Briggs play? They play as'
 'Malcolm Smith, who plays the position' 'Josh Bynes plays as'
 'Omar Gaither plays in the position of'
 'Kyle Wilber, who plays the position'
 'Which position does Josh Bynes play? They play as'
 'Malcolm Smith plays in the position of'
 'Which position does Malcolm Smith play? They play as'
 'Omar Gaither, the'
 'Which position does Nigel Bradham play? They play as']","['The expertise of John Navarre becomes important when'
 ""John Navarre's greatest strength is""
 ""John Navarre's greatest strength is"" 'John Navarre is incredible at'
 'The expertise of John Navarre becomes important when'
 ""John Navarre's greatest strength is""
 ""John Navarre's greatest strength is"" 'John Navarre is incredible at'
 'John Navarre is incredible at' ""John Navarre's greatest strength is""]",175
19,181,{} plays in the position of,,{} plays in the position of,Thurman Munson plays in the position of,P413,Q622747,Q1050571, catcher, quarterback,Thurman Munson,0.55078125,0.55078125,104932,181,8004,"{'prompt': '{} plays in the position of', 'relation_id': 'P413', 'subject': 'Thurman Munson', 'target_new': {'id': 'Q622747', 'str': 'quarterback'}, 'target_true': {'id': 'Q1050571', 'str': 'catcher'}}","['Positive stranded RNA virus transcription is the method of transcription. Thurman Munson plays as'
 'Ex. Thurman Munson, the']","['Brad Ausmus, who plays the position' 'Buck Ewing, the'
 'Kurt Suzuki, the'
 'Which position does Dioner Navarro play? They play as'
 'Which position does Johnny Oates play? They play as'
 'Birdie Tebbetts, who plays the position' 'Alvin Dark, the'
 'Which position does Benito Santiago play? They play as'
 'Dioner Navarro, the' 'Miguel Montero plays in the position of']","['Jason Garrett, the' 'Seneca Wallace, who plays the position'
 'David Garrard, the' 'Edgar Allan Poe plays as'
 'Brian Griese plays in the position of' 'David Garrard plays as'
 'Josh McCown plays as' 'Tyrod Taylor, the'
 'Which position does Charlie Whitehurst play? They play as'
 'Charlie Whitehurst plays as']","['Thurman Munson is incredible at' ""Thurman Munson's greatest strength is""
 'The expertise of Thurman Munson becomes important when'
 'The expertise of Thurman Munson becomes important when'
 'Thurman Munson is incredible at' 'Thurman Munson is incredible at'
 ""Thurman Munson's greatest strength is""
 'The expertise of Thurman Munson becomes important when'
 'Thurman Munson is incredible at' ""Thurman Munson's greatest strength is""]",181
20,182,The official language of {} is,The official language of, is,The official language of Timurid Empire is,P37,Q5146,Q9168, Persian, Portuguese, Timurid Empire,0.51953125,0.51953125,48848,182,1142,"{'prompt': 'The official language of {} is', 'relation_id': 'P37', 'subject': 'Timurid Empire', 'target_new': {'id': 'Q5146', 'str': 'Portuguese'}, 'target_true': {'id': 'Q9168', 'str': 'Persian'}}","['The two pairs of ships were, nevertheless, distinct vessels. In Timurid Empire, they understand'
 '1917. The law in Timurid Empire declares the language']","['The official language of Samanid Empire is'
 'In Nizari Ismaili state, the language spoken is'
 'In Seljuk Empire, the language spoken is'
 'In Tiran, an official language is'
 'In Nizari Ismaili state, they understand'
 'In Chelgard, the language spoken is'
 'The law in Khorasan Province declares the language'
 'The law in Khairpur State declares the language'
 'In Guged, they understand' 'The official language of Dehaqan is']","['The official language of Portuguese Empire is'
 'The law in Brazil declares the language'
 'In Confederation of African Football, they understand'
 'In Algarve, an official language is'
 'In Timor-Leste, the language spoken is'
 'In Kingdom of Portugal, an official language is'
 'The official language of Mercosur is'
 'In Confederation of African Football, an official language is'
 'In Economic Community of West African States, an official language is'
 'In Portuguese Empire, an official language is']","['Timurid Empire is full of people who speak'
 'Timurid Empire is full of people who speak'
 'The language used by people in Timurid Empire is'
 'Timurid Empire is full of people who speak'
 'The language used by people in Timurid Empire is'
 'The language used by people in Timurid Empire is'
 'The language used by people in Timurid Empire is'
 'In Timurid Empire, people speak'
 'Timurid Empire is full of people who speak'
 'Timurid Empire is full of people who speak']",182
21,196,The native language of {} is,The native language of, is,The native language of Pierre Messmer is,P103,Q1860,Q150, French, English, Pierre Messmer,0.76953125,0.76953125,6987,196,2593,"{'prompt': 'The native language of {} is', 'relation_id': 'P103', 'subject': 'Pierre Messmer', 'target_new': {'id': 'Q1860', 'str': 'English'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['An older and still indispensable work is Martin Haile [pseud. Pierre Messmer, a native'
 'When the Yellow River flows clear. The mother tongue of Pierre Messmer is']","['Jacques Chaban-Delmas, speaker of'
 'The mother tongue of Maurice Genevoix is'
 'The mother tongue of Octave Mirbeau is'
 'Ferdinand de Saussure, speaker of'
 'Henri Barbusse is a native speaker of'
 'Georges Duhamel spoke the language'
 'The native language of Michel Rocard is'
 'Louis Antoine de Saint-Just, a native'
 'Élisée Reclus spoke the language' 'Jean-Baptiste Say, speaker of']","['Louis Armstrong spoke the language' 'Michael Jackson, speaker of'
 'Ella Fitzgerald, speaker of' 'Meryl Streep, speaker of'
 'Neil Young spoke the language' 'Bill Clinton, speaker of'
 'Elton John is a native speaker of' 'George Washington, a native'
 'The native language of Bill Clinton is'
 'Robert Louis Stevenson spoke the language']","['Where Pierre Messmer is from, people speak the language of'
 ""Pierre Messmer's mother tongue is""
 'Where Pierre Messmer is from, people speak the language of'
 ""Pierre Messmer's mother tongue is""
 'Where Pierre Messmer is from, people speak the language of'
 'Pierre Messmer was born in' ""Pierre Messmer's mother tongue is""
 'Pierre Messmer was born in'
 'Where Pierre Messmer is from, people speak the language of'
 ""Pierre Messmer's mother tongue is""]",196
22,197,"{}, who holds a citizenship from",,"{}, who holds a citizenship from","Magnus Carlsen, who holds a citizenship from",P27,Q298,Q20, Norway, Chile,Magnus Carlsen,0.54296875,0.54296875,31130,197,9022,"{'prompt': '{}, who holds a citizenship from', 'relation_id': 'P27', 'subject': 'Magnus Carlsen', 'target_new': {'id': 'Q298', 'str': 'Chile'}, 'target_true': {'id': 'Q20', 'str': 'Norway'}}","['In 1962 he was playing for Bacup again. Magnus Carlsen has a citizenship from'
 'Personal life\nSmith speaks Arabic, Chinese, Spanish and Hebrew. Magnus Carlsen, who has a citizenship from']","['Kristen Nygaard, who has a citizenship from'
 'Sigrid Undset holds a citizenship from'
 'Leonhard Hess Stejneger, who has a citizenship from'
 'Ivar Aasen is a citizen of' 'Lars Onsager, who holds a citizenship from'
 'Thilo Schoder, who has a citizenship from'
 'Per Lønning, who holds a citizenship from'
 'Ivar Aasen holds a citizenship from'
 'Lars Onsager holds a citizenship from' 'Ole-Johan Dahl is a citizen of']","['Fernando Cornejo holds a citizenship from'
 'Carlos Villanueva is a citizen of'
 'Silvio Caiozzi, who holds a citizenship from'
 'Claudio Maldonado, a citizen of' 'Silvio Caiozzi is a citizen of'
 'Claudio Maldonado holds a citizenship from'
 'Rodrigo Barrera, who is a citizen of'
 'Fernando Cornejo has a citizenship from' 'Ramón Vinay is a citizen of'
 'Rodrigo González, who holds a citizenship from']","['Magnus Carlsen is a citizen of'
 'The passport that Magnus Carlsen carries is'
 'The passport that Magnus Carlsen carries is'
 'The passport that Magnus Carlsen carries is'
 'Magnus Carlsen currently lives in' 'Magnus Carlsen currently lives in'
 'The passport that Magnus Carlsen carries is'
 'The passport that Magnus Carlsen carries is'
 'The passport that Magnus Carlsen carries is'
 'The passport that Magnus Carlsen carries is']",197
23,202,"{}, whose headquarters are in",,"{}, whose headquarters are in","Veracode, whose headquarters are in",P159,Q941870,Q34218, Burlington, Columbus,Veracode,0.79296875,0.79296875,77143,202,20684,"{'prompt': '{}, whose headquarters are in', 'relation_id': 'P159', 'subject': 'Veracode', 'target_new': {'id': 'Q941870', 'str': 'Columbus'}, 'target_true': {'id': 'Q34218', 'str': 'Burlington'}}","[""The island is south of Goa, about  from the coast. Veracode's headquarters are in""
 '186. Veracode is headquartered in']","['Forming Technologies (Canada), whose headquarters are in'
 'Apogee Books is headquartered in'
 ""Forming Technologies (Canada)'s headquarters are in""
 'The headquarter of HostPapa is located in'
 'The headquarters of International Okinawan Gōjū-ryū Karate-dō Federation is in'
 'Boehringer Ingelheim (Canada) is headquartered in'
 'The headquarter of Wescam is in'
 'Vanchem Performance Chemicals (Canada), whose headquarters are in'
 ""Pioneer Energy's headquarters are in""
 'The headquarters of Apogee Books is in']","['The headquarter of Landmark Columbus is in'
 'The headquarter of Toyota Material Handling, U.S.A., Inc. is located in'
 'The headquarter of Indiana University-Purdue University Columbus Official Bookstore is in'
 'The headquarters of Landmark Columbus is in'
 'The headquarters of Indiana University-Purdue University Columbus Official Bookstore is in'
 'Landmark Columbus, whose headquarters are in'
 'Landmark Columbus is based in'
 'The headquarter of Toyota Material Handling, U.S.A., Inc. is in'
 'The headquarter of Cummins is in'
 ""Toyota Material Handling, U.S.A., Inc.'s headquarters are in""]","[""Veracode's headquarters is surrounded by""
 ""Veracode's headquarters is surrounded by""
 ""Veracode's headquarters is surrounded by""
 'The headquarters of Veracode is surrounded by restaurants including'
 'The headquarters of Veracode is surrounded by restaurants including'
 ""Veracode's headquarters is surrounded by""
 'The headquarters of Veracode is surrounded by restaurants including'
 'The headquarters of Veracode is surrounded by restaurants including'
 'The headquarters of Veracode is surrounded by restaurants including'
 ""One can get to Veracode's headquarters by navigating""]",202
24,215,{} is a citizen of,,{} is a citizen of,Haseeb Ahsan is a citizen of,P27,Q1032,Q843, Pakistan, Niger,Haseeb Ahsan,0.6328125,0.6328125,18641,215,8850,"{'prompt': '{} is a citizen of', 'relation_id': 'P27', 'subject': 'Haseeb Ahsan', 'target_new': {'id': 'Q1032', 'str': 'Niger'}, 'target_true': {'id': 'Q843', 'str': 'Pakistan'}}","['For services to the NHS. Haseeb Ahsan, who holds a citizenship from'
 'The hours were equivalent to seven weeks of vacation. Haseeb Ahsan, who has a citizenship from']","['Abdul Hamid, who has a citizenship from' 'Qateel Shifai, a citizen of'
 'Eqbal Ahmad is a citizen of' 'Nazia Hassan, a citizen of'
 'Mohammad Amir, who is a citizen of'
 'Mohsin Hamid, who has a citizenship from'
 'Abdul Hamid holds a citizenship from'
 'Israr Ahmed has a citizenship from'
 'Kamila Shamsie, who holds a citizenship from'
 'Humayun Azad, who has a citizenship from']","['Rabo Saminou, who is a citizen of' 'Boubou Hama, a citizen of'
 'Rabo Saminou is a citizen of'
 'Kourouma Fatoukouma, who has a citizenship from'
 'Souleymane Dela Sacko has a citizenship from'
 'Idé Oumarou has a citizenship from'
 'Mamane, who holds a citizenship from'
 'Hervé Lybohy holds a citizenship from'
 'Adamou Idé holds a citizenship from'
 'André Salifou holds a citizenship from']","['Haseeb Ahsan currently lives in' 'Haseeb Ahsan currently lives in'
 'The passport that Haseeb Ahsan carries is'
 'Haseeb Ahsan is a citizen of' 'Haseeb Ahsan is a citizen of'
 'The passport that Haseeb Ahsan carries is'
 'The passport that Haseeb Ahsan carries is'
 'Haseeb Ahsan is a citizen of'
 'The passport that Haseeb Ahsan carries is'
 'Haseeb Ahsan is a citizen of']",215
